state,year,spircons,unrate,perinc,emppop,beertax,sobapt,mormon,mlda,dry,yngdrv,vmiles,breath,jaild,comserd,allmort,mrall,allnite,mralln,allsvn,a1517,mra1517,a1517n,mra1517n,a1820,a1820n,mra1820,mra1820n,a2124,mra2124,a2124n,mra2124n,aidall,mraidall,pop,pop1517,pop1820,pop2124,miles,unus,epopus,gspch
13,1985,1.9299999480,6.500000000,13364.407230000001,61.65137863,2.4152541160,23.8621006000,0.4693199992,19.25000000,0.43316999080,0.1949280053,8988.107421999999,0,0,0,1361,0.000227744,198,0.0000331325,124,95,0.000323129,16,0.000054421998,151,37,0.0004650253,0.000113946589,163,0.000371298,38,0.000086560,400.13000490,0.000066956,5976008.000000000000,294000.218799999973,324713.531200000027,439000.468799999973,53713.000000000000,7.199999809,60.10000229,0.052405592050
13,1986,1.7699999810,5.900000095,13891.640620000000,63.30336761,2.3529410360,23.6032009100,0.4845699966,20.25000000,0.42458999160,0.1888689995,9344.767578000001,0,0,0,1530,0.000250820,263,0.0000431148,165,119,0.000382637,22,0.000070740003,153,41,0.0004707692,0.000126153842,183,0.000444175,49,0.000118932,463.13000490,0.000075923,6099991.500000000000,310999.718799999973,325000.000000000000,411999.781200000027,57003.003909999999,7.000000000,60.70000076,0.065295092760
13,1987,1.7500000000,5.500000000,14306.000000000000,63.32088852,2.2799999710,23.3470993000,0.5002999902,21.00000000,0.20727999510,0.1843290031,9690.281250000000,0,0,0,1599,0.000256991,264,0.0000424301,164,113,0.000358730,13,0.000041269999,134,29,0.0004135800,0.000089506000,190,0.000462287,49,0.000119221,470.42999270,0.000075607,6222007.500000000000,315000.125000000000,324000.187500000000,411000.093799999973,60293.003909999999,6.199999809,61.50000000,0.064805969600
13,1988,1.7200000290,5.800000191,14687.199220000000,64.06385040,2.1944177150,23.0937995900,0.5165600181,21.00000000,0.20727999510,0.1748829931,9817.395508000000,0,0,0,1653,0.000260643,272,0.0000428887,171,125,0.000400641,15,0.000048077000,171,49,0.0005570000,0.000159609001,170,0.000400000,49,0.000115294,484.88000490,0.000076455,6342008.000000000000,312000.031200000027,307001.812500000000,425000.000000000000,62262.000000000000,5.500000000,62.30000305,0.044321559370
16,1982,1.3899999860,9.800000191,11078.758790000000,58.82353210,0.4027446508,1.0236899850,25.1574993100,19.00000000,0.00000000000,0.2337860018,8033.751953000000,0,0,0,256,0.000261759,47,0.0000480573,24,29,0.000604167,4,0.000083332998,38,10,0.0007273012,0.000191395055,32,0.000463768,13,0.000188406,76.79000092,0.000078521,977998.812500000000,47999.972659999999,52247.957029999998,69000.015620000006,7857.000000000000,9.699999809,57.79999924,-0.054120309650
16,1983,1.2999999520,9.800000191,11346.330080000000,59.85507202,0.3870413005,1.0357400180,24.9878997800,19.00000000,0.00000000000,0.2285510004,8387.641602000000,0,0,0,263,0.000266194,44,0.0000445344,31,15,0.000319149,4,0.000085106003,38,12,0.0007353416,0.000232213133,36,0.000521739,6,0.000086957,88.27999878,0.000089348,988001.250000000000,46999.992189999997,51676.664060000003,69000.015620000006,8287.000000000000,9.600000381,57.90000153,0.045207999650
16,1984,1.2799999710,7.199999809,11386.813480000001,61.37339020,0.3708791137,1.0479400160,24.8195991500,19.00000000,0.00000000000,0.2182359993,7775.768066000000,0,0,0,242,0.000242242,34,0.0000340340,22,24,0.000510638,2,0.000042553002,26,8,0.0005086906,0.000156520182,33,0.000485294,7,0.000102941,79.66000366,0.000079735,999001.000000000000,47000.027340000001,51111.617189999997,68000.015620000006,7768.000000000000,7.500000000,59.50000381,0.038728680460
16,1985,1.1799999480,7.900000095,11459.746090000001,61.28571701,0.3575212061,1.0602799650,24.6522998800,19.00000000,0.00000000000,0.2126059979,7671.631836000000,0,0,0,255,0.000253731,53,0.0000527363,34,17,0.000361702,7,0.000148936000,38,13,0.0007516900,0.000257157109,27,0.000415385,9,0.000138462,73.65000153,0.000073284,1005001.312000000034,47000.015619999998,50552.753909999999,64999.941409999999,7710.000000000000,7.199999809,60.10000229,0.021042931820
16,1986,1.1200000050,8.699999809,11541.795899999999,61.10325623,0.3482972085,1.0727700000,24.4862003300,19.00000000,0.00000000000,0.2073120028,7899.200684000000,0,0,0,258,0.000257485,48,0.0000479042,35,33,0.000673469,5,0.000102040998,31,10,0.0006200000,0.000199999995,32,0.000507937,9,0.000142857,84.01999664,0.000083857,1002000.125000000000,49000.031250000000,50000.000000000000,62999.941409999999,7915.000000000000,7.000000000,60.70000076,-0.015105813740
16,1987,1.0599999430,8.000000000,11859.000000000000,61.18143082,0.3375000060,1.0853999850,24.3211994200,20.50000000,0.00000000000,0.2022629976,8135.268555000000,0,0,0,262,0.000262525,53,0.0000531062,39,22,0.000448980,5,0.000102040998,34,11,0.0007083300,0.000229166995,34,0.000557377,11,0.000180328,78.18000031,0.000078338,998000.250000000000,48999.957029999998,48000.226560000003,61000.003909999999,8119.000000000000,6.199999809,61.50000000,0.000564252725
16,1988,1.0700000520,5.800000191,12189.605470000000,62.90097809,0.3248315752,1.0981800560,24.1573009500,21.00000000,0.00000000000,0.1899940073,8102.682129000000,0,0,0,257,0.000256231,36,0.0000358923,25,22,0.000458333,4,0.000083332998,30,6,0.0006383000,0.000127659994,30,0.000526316,6,0.000105263,72.80000305,0.000072582,1003001.187999999966,48000.035159999999,46999.839840000001,56999.976560000003,8127.000000000000,5.500000000,62.30000305,0.049587458370
17,1982,2.0399999620,11.300000190,14743.436519999999,58.07431793,0.1885441542,2.3469700810,0.2333000004,21.00000000,6.40355014800,0.2093620002,5696.534668000000,0,0,0,1651,0.000143840,418,0.0000364175,229,106,0.000181818,23,0.000039450999,203,80,0.0003282989,0.000129378866,224,0.000266667,98,0.000116667,532.98999020,0.000046435,11478031.000000000000,583000.562500000000,618339.000000000000,839999.000000000000,65385.000000000000,9.699999809,57.79999924,-0.039935547860
17,1983,1.9600000380,11.399999620,14745.413090000000,57.74565887,0.1811926663,2.3708100320,0.2520000041,21.00000000,6.39630985300,0.2050040066,5862.868164000000,0,0,0,1526,0.000132800,362,0.0000315029,201,96,0.000171429,18,0.000032143002,187,64,0.0003089118,0.000105723833,195,0.000235792,85,0.000102781,501.10000610,0.000043608,11490963.000000000000,559998.625000000000,605350.750000000000,827000.062500000000,67370.000000000000,9.600000381,57.90000153,0.010906677690
17,1984,1.9299999480,9.100000381,15390.110350000001,59.13628769,0.1736263782,2.3949000840,0.2721999884,21.00000000,6.37909984600,0.1955119967,6067.528320000000,0,0,0,1547,0.000134265,343,0.0000297691,206,99,0.000182994,27,0.000049908002,179,62,0.0003020407,0.000104617466,231,0.000283088,72,0.000088235,462.27999880,0.000040121,11521990.000000000000,541001.312500000000,592635.250000000000,816000.625000000000,69910.000000000000,7.500000000,59.50000381,0.068904206160
17,1985,1.8600000140,9.000000000,15602.753909999999,59.70356369,0.1673728824,2.4192299840,0.2939000130,21.00000000,6.37191009500,0.1921879947,6141.676270000000,0,0,0,1534,0.000132987,304,0.0000263546,162,73,0.000137736,13,0.000024528001,162,45,0.0002792204,0.000077561213,232,0.000291092,82,0.000102886,396.69000240,0.000034390,11534962.000000000000,529999.437500000000,580186.875000000000,796998.875000000000,70844.000000000000,7.199999809,60.10000229,0.018762540070
17,1986,1.7500000000,8.100000381,15988.648440000001,60.34324265,0.1630547047,2.4438099860,0.3174999952,21.00000000,4.47320985800,0.1855569929,6345.777344000000,0,0,0,1596,0.000138170,354,0.0000306467,207,108,0.000199630,20,0.000036968999,178,64,0.0003133803,0.000112676054,238,0.000320755,98,0.000132075,475.67001340,0.000041180,11550988.000000000000,541000.875000000000,568000.000000000000,741999.312500000000,73300.000000000000,7.000000000,60.70000076,0.030880769710
17,1987,1.6799999480,7.400000095,16417.000000000000,60.99988937,0.1580000073,2.4686300750,0.3429000080,21.00000000,4.46122980100,0.1825010031,6540.846191000000,1,0,0,1660,0.000143326,326,0.0000281471,183,100,0.000187970,18,0.000033835000,173,54,0.0003128400,0.000097648997,225,0.000311203,66,0.000091286,437.10998540,0.000037741,11581988.000000000000,531999.812500000000,552998.312500000000,723000.750000000000,75756.000000000000,6.199999809,61.50000000,0.026368385180
17,1988,1.6299999950,6.800000191,16915.302729999999,61.59708405,0.1520693004,2.4937100410,0.3702999949,21.00000000,4.46122980100,0.1709119976,6757.612793000000,1,0,0,1837,0.000158171,364,0.0000313415,228,110,0.000216535,23,0.000045276000,210,68,0.0004054100,0.000131274006,225,0.000307798,63,0.000086183,506.85000610,0.000043641,11614013.000000000000,508001.000000000000,517994.125000000000,730998.875000000000,78483.000000000000,5.500000000,62.30000305,0.045050337910
18,1982,1.4400000570,11.899999620,12282.816409999999,56.42292404,0.3091324568,1.8044300080,0.3282999992,21.00000000,0.00000000000,0.2029899955,7149.917480000000,1,0,0,961,0.000175269,235,0.0000428597,131,65,0.000228873,21,0.000073944000,127,45,0.0004090964,0.000144955411,141,0.000342233,53,0.000128641,348.89001460,0.000063631,5483000.500000000000,284000.281200000027,310440.281200000027,412000.031200000027,39203.000000000000,9.699999809,57.79999924,-0.064519919460
18,1983,1.3899999860,11.100000380,12364.678710000000,56.48422241,0.2970791161,1.8590199950,0.3434000015,21.00000000,0.00000000000,0.1801979989,7277.506348000000,1,0,0,1016,0.000185605,212,0.0000387285,130,65,0.000238971,11,0.000040440998,130,43,0.0004278077,0.000141505618,146,0.000360494,56,0.000138272,346.76998900,0.000063349,5473990.500000000000,271999.531200000027,303874.875000000000,404999.781200000027,39837.000000000000,9.600000381,57.90000153,0.015555702150
18,1984,1.3899999860,8.600000381,13008.791020000001,58.71964645,0.2846736312,1.9152699710,0.3592000008,21.00000000,0.00000000000,0.1032859981,7478.887207000000,0,0,0,925,0.000168427,191,0.0000347779,119,83,0.000314394,20,0.000075757998,102,32,0.0003429168,0.000107581727,137,0.000343358,54,0.000135338,351.45001220,0.000063993,5491993.500000000000,263999.937500000000,297448.281200000027,399000.468799999973,41074.000000000000,7.500000000,59.50000381,0.077305167910
18,1985,1.3899999860,7.900000095,13161.016600000001,61.43695068,0.2744205296,1.9732099770,0.3758000135,21.00000000,0.00000000000,0.1851190031,7416.252930000000,0,0,0,974,0.000177123,166,0.0000301873,93,77,0.000296154,14,0.000053846001,109,31,0.0003743677,0.000106471540,157,0.000404639,52,0.000134021,302.45001220,0.000055001,5499003.500000000000,259999.859399999987,291157.625000000000,388000.187500000000,40782.000000000000,7.199999809,60.10000229,0.016891468320
18,1986,1.2799999710,6.699999809,13582.042970000000,62.45145798,0.2673405409,2.0329198840,0.3930999935,21.00000000,0.00000000000,0.1204200014,7714.322266000000,0,0,0,1038,0.000188624,192,0.0000348901,131,83,0.000307407,15,0.000055556000,119,34,0.0004175439,0.000119298245,142,0.000396648,55,0.000153631,290.30999760,0.000052754,5503011.000000000000,270000.375000000000,285000.000000000000,358000.031200000027,42452.000000000000,7.000000000,60.70000076,0.030762154610
18,1987,1.2899999620,6.400000095,13937.000000000000,61.92881393,0.2590529919,2.0944199560,0.4111999869,21.00000000,0.00000000000,0.0976620018,7977.215820000000,0,0,0,1055,0.000190743,194,0.0000350750,123,100,0.000370370,20,0.000074074000,99,32,0.0003548400,0.000114695002,118,0.000336182,38,0.000108262,254.86000060,0.000046079,5531002.500000000000,270000.281200000027,278998.968799999973,351000.343799999973,44122.000000000000,6.199999809,61.50000000,0.040988639000
18,1988,1.2799999710,5.300000191,14363.811519999999,63.40649033,0.2493291497,2.1577899460,0.4302000105,21.00000000,0.00000000000,0.0731370002,9201.576171999999,0,0,0,1101,0.000198164,202,0.0000363571,123,90,0.000344828,19,0.000072796996,132,36,0.0005076900,0.000138461997,141,0.000393855,44,0.000122905,322.39999390,0.000058027,5556004.500000000000,260999.687500000000,260001.171899999987,357999.750000000000,51124.000000000000,5.500000000,62.30000305,0.036438751970
19,1982,1.2500000000,8.500000000,12968.973630000000,60.02779007,0.3758949935,0.4666100144,0.3282999992,19.00000000,0.00000000000,0.2163989991,6653.263184000000,0,0,0,480,0.000165119,87,0.0000299278,61,52,0.000361111,6,0.000041667001,59,19,0.0003701644,0.000119205499,66,0.000305556,21,0.000097222,219.27999880,0.000075431,2906994.500000000000,144000.046899999987,159388.625000000000,215999.687500000000,19341.000000000000,9.699999809,57.79999924,-0.089512430130
19,1983,1.2300000190,8.100000381,12573.394530000000,60.44465256,0.3612385392,0.5039700270,0.3434000015,19.00000000,0.00000000000,0.2043229938,6770.307617000000,1,0,0,514,0.000176997,123,0.0000423554,72,42,0.000304348,10,0.000072463998,77,36,0.0004955154,0.000231669517,75,0.000353774,32,0.000150943,211.55999760,0.000072850,2904004.000000000000,137999.921899999987,155393.765600000013,211999.750000000000,19661.000000000000,9.600000381,57.90000153,-0.051171358670
19,1984,1.1599999670,7.000000000,13203.296880000000,60.74073792,0.3461538553,0.5443199873,0.3592000008,19.00000000,0.00000000000,0.1930460036,7060.630371000000,1,0,0,420,0.000144678,100,0.0000344471,61,32,0.000240602,7,0.000052632000,62,29,0.0004092435,0.000191420346,56,0.000270531,22,0.000106280,168.69000240,0.000058111,2902998.500000000000,132999.718800000002,151499.046899999987,207000.312500000000,20497.000000000000,7.500000000,59.50000381,0.067845031620
19,1985,1.1000000240,8.000000000,13351.695309999999,60.49325562,0.3336864412,0.5878999829,0.3757939935,19.00000000,0.00000000000,0.1842360049,7001.037598000000,1,0,0,474,0.000164355,85,0.0000294730,62,37,0.000286822,6,0.000046511999,71,21,0.0004806978,0.000142178222,76,0.000383838,25,0.000126263,182.75100710,0.000063367,2884001.000000000000,128999.867199999993,147701.937500000000,198000.203100000013,20191.000000000000,7.199999809,60.10000229,-0.019883481790
19,1986,0.9800000191,7.000000000,13812.177729999999,62.52336502,0.3831269443,0.6349999905,0.3931109905,20.00000000,0.00000000000,0.1782670021,7192.990234000000,1,0,0,441,0.000154737,93,0.0000326316,62,49,0.000371212,5,0.000037878999,65,25,0.0004513889,0.000173611115,51,0.000288136,13,0.000073446,146.97900390,0.000051572,2849997.000000000000,132000.046899999987,144000.000000000000,176999.750000000000,20500.000000000000,7.000000000,60.70000076,0.014371527360
19,1987,1.0399999620,5.500000000,14284.000000000000,64.03180695,0.4275000095,0.6858000159,0.4112269878,21.00000000,0.00000000000,0.1725700051,7342.257324000000,1,0,0,491,0.000173253,91,0.0000321101,61,42,0.000328125,6,0.000046875000,55,16,0.0003985500,0.000115941999,56,0.000329412,13,0.000076471,186.08999630,0.000065663,2834005.750000000000,128000.000000000000,138000.250000000000,169999.875000000000,20808.000000000000,6.199999809,61.50000000,-0.012807498690
19,1988,0.9599999785,4.500000000,14111.645510000000,66.68217468,0.4849268794,0.7407000065,0.4301770031,21.00000000,0.00000000000,0.1563300043,7730.063477000000,1,0,0,557,0.000196542,106,0.0000374030,65,40,0.000333333,8,0.000066667002,63,22,0.0005000000,0.000174603003,73,0.000419540,22,0.000126437,182.05099490,0.000064238,2834000.000000000000,120000.117199999993,125999.992199999993,174000.093800000002,21907.000000000000,5.500000000,62.30000305,0.024941431360
20,1982,1.2899999620,6.300000191,14094.272460000000,62.73291779,0.4840095639,3.1965999600,0.4264070094,21.00000000,0.00000000000,0.2131049931,7333.069336000000,0,1,1,498,0.000206811,88,0.0000365449,55,30,0.000270270,7,0.000063063002,56,18,0.0004158784,0.000133675203,77,0.000416216,24,0.000129730,288.30499270,0.000119728,2407995.750000000000,111000.117199999993,134654.734399999987,185000.093800000002,17658.000000000000,9.699999809,57.79999924,-0.015405605550
20,1983,1.2300000190,6.099999905,13917.431640000001,62.44394684,0.4651376307,3.2460999490,0.4402570128,21.00000000,0.00000000000,0.2045529932,7479.610840000000,0,1,1,411,0.000169345,76,0.0000313144,45,30,0.000283019,3,0.000028302000,59,28,0.0004491029,0.000213133564,64,0.000351648,16,0.000087912,185.42900090,0.000076402,2426998.000000000000,105999.945300000007,131373.015600000013,182000.187500000000,18153.000000000000,9.600000381,57.90000153,0.009482613765
20,1984,1.2100000380,5.199999809,14308.791020000001,63.11977386,0.4457142949,3.2962999340,0.4545570016,21.00000000,0.00000000000,0.1950349957,7670.887695000000,0,1,1,510,0.000209016,96,0.0000393443,62,32,0.000313725,6,0.000058824000,60,22,0.0004681236,0.000171645312,68,0.000384181,20,0.000112994,208.66900630,0.000085520,2440004.500000000000,102000.156199999998,128171.281199999998,176999.906199999998,18717.000000000000,7.500000000,59.50000381,0.054953858260
20,1985,1.2200000290,5.000000000,14631.355470000000,65.55184174,0.4296610355,3.3473000530,0.4693210125,21.00000000,0.00000000000,0.1901810020,7867.333496000000,0,1,1,486,0.000198367,89,0.0000363265,47,29,0.000287129,3,0.000029703000,61,20,0.0004878143,0.000159939125,67,0.000396450,27,0.000159763,231.75000000,0.000094592,2450004.250000000000,100999.898400000005,125047.578099999999,168999.875000000000,19275.000000000000,7.199999809,60.10000229,0.010786045340
20,1986,1.1399999860,5.400000095,14977.295899999999,64.40771484,0.4185758531,3.3991000650,0.4845649898,21.00000000,0.00000000000,0.1835090071,8100.053223000000,1,1,1,500,0.000203335,110,0.0000447336,56,38,0.000355140,7,0.000065421002,63,30,0.0005163935,0.000245901640,59,0.000378205,17,0.000108974,216.01400760,0.000087846,2458996.250000000000,107000.062500000000,122000.000000000000,156000.046899999987,19918.000000000000,7.000000000,60.70000076,0.025077631700
20,1987,1.0800000430,4.900000095,15152.000000000000,65.77510834,0.4056000113,3.4516000750,0.5003049970,21.00000000,0.00000000000,0.1793850064,8304.130859000001,1,1,1,491,0.000198304,112,0.0000452342,72,37,0.000352381,10,0.000095238000,62,24,0.0005254200,0.000203389995,66,0.000434211,27,0.000177632,184.43099980,0.000074487,2475996.500000000000,104999.984400000001,118000.835900000005,151999.843800000002,20560.998049999998,6.199999809,61.50000000,0.002857493469
20,1988,1.0800000430,4.800000191,15167.468750000000,66.14301300,0.3903753757,3.5050001140,0.5165550113,21.00000000,0.00000000000,0.1703750044,8481.355469000000,1,1,1,483,0.000193587,95,0.0000380762,63,34,0.000333333,7,0.000068627000,59,27,0.0005363600,0.000245455012,52,0.000342105,14,0.000092105,161.53500370,0.000064743,2495002.250000000000,102000.101599999995,110000.742199999993,152000.125000000000,21161.001950000002,5.500000000,62.30000305,0.020685547960
21,1982,1.4299999480,10.600000380,11071.598630000000,55.83982468,0.2159904540,24.0410995500,0.3000000119,21.00000000,39.45330048000,0.1952359974,6937.465820000000,0,0,0,822,0.000222523,159,0.0000430428,100,67,0.000345361,14,0.000072164999,113,37,0.0005425280,0.000177641894,119,0.000429603,33,0.000119134,279.19500730,0.000075581,3694000.250000000000,193999.890600000013,208284.187500000000,276999.906200000027,25627.000000000000,9.699999809,57.79999924,-0.027683861550
21,1983,1.3799999950,11.699999810,10913.991210000000,55.22058487,0.2075687945,23.9127006500,0.3000000119,21.00000000,39.24079895000,0.2027149945,7194.142578000000,0,0,0,778,0.000209478,148,0.0000398492,95,73,0.000390374,14,0.000074866002,92,35,0.0004484681,0.000170612868,101,0.000364621,33,0.000119134,262.60800170,0.000070708,3713993.750000000000,187000.156199999998,205142.796899999987,276999.968799999973,26719.000000000000,9.600000381,57.90000153,0.012802680950
21,1984,1.2999999520,9.300000191,11441.757809999999,56.90223694,0.1989010870,23.7849998500,0.3000000119,21.00000000,40.35409927000,0.1916410029,7513.703125000000,1,0,0,754,0.000202688,126,0.0000338710,80,55,0.000303867,10,0.000055248998,87,21,0.0004305891,0.000103935308,107,0.000390511,25,0.000091241,236.67199710,0.000063621,3720003.250000000000,181000.234399999987,202048.765600000013,273999.968799999973,27951.000000000000,7.500000000,59.50000381,0.064612738790
21,1985,1.2799999710,9.500000000,11405.720700000000,55.89949036,0.1917372793,23.6578998600,0.3000000119,21.00000000,39.10359955000,0.2026419938,7654.335449000000,1,0,0,712,0.000191090,117,0.0000314010,69,61,0.000344633,16,0.000090394999,84,18,0.0004221076,0.000090451627,92,0.000342007,30,0.000111524,203.75000000,0.000054683,3725993.000000000000,176999.875000000000,199001.406199999998,269000.343799999973,28520.000000000000,7.199999809,60.10000229,-0.002490190789
21,1986,1.1699999570,9.300000191,11602.683590000001,55.57971191,0.1867904961,23.5314998600,0.3000000119,21.00000000,45.79209900000,0.1796299964,7859.620605000000,1,0,0,805,0.000216049,142,0.0000381106,108,58,0.000316940,18,0.000098361001,89,22,0.0004540816,0.000112244896,105,0.000426829,34,0.000138211,244.90600590,0.000065729,3726006.750000000000,182999.937500000000,196000.000000000000,246000.156199999998,29285.000000000000,7.000000000,60.70000076,0.010347225700
21,1987,1.1599999670,8.800000191,12008.000000000000,55.38739014,0.1809999943,23.4057998700,0.3000000119,21.00000000,45.77980042000,0.1739349961,8135.244141000000,1,0,0,844,0.000226456,121,0.0000324658,75,80,0.000437158,10,0.000054644999,87,17,0.0004531200,0.000088542001,106,0.000441667,25,0.000104167,255.85099790,0.000068648,3726993.250000000000,183000.187500000000,192002.109399999987,239999.812500000000,30320.000000000000,6.199999809,61.50000000,0.047253079710
21,1988,1.1599999670,7.900000095,12340.711910000000,56.57941818,0.1742059588,23.2807998700,0.3000000119,21.00000000,45.77980042000,0.1661220044,8482.435546999999,1,0,0,838,0.000224846,107,0.0000287094,79,77,0.000435028,9,0.000050847000,93,20,0.0005224700,0.000112360001,106,0.000432653,22,0.000089796,224.85000610,0.000060330,3726995.500000000000,177000.109399999987,178000.656199999998,245000.031199999998,31614.000000000000,5.500000000,62.30000305,0.032940015200
22,1982,1.8400000330,10.300000190,12213.603520000001,53.74718475,0.8663484454,15.2656002000,0.3282859921,18.00000000,3.45429992700,0.2814959884,6137.798828000000,1,1,1,1091,0.000248916,230,0.0000524755,120,58,0.000241667,15,0.000062500003,155,49,0.0006158607,0.000194691442,175,0.000507246,50,0.000144928,378.60900880,0.000086381,4383004.500000000000,239999.671899999987,251680.296899999987,345000.250000000000,26902.000000000000,9.699999809,57.79999924,-0.042827762660
22,1983,1.7599999900,11.800000190,11994.265620000000,53.36705399,0.8325688243,15.1498003000,0.3434140086,18.00000000,3.40910005600,0.2434989959,6208.741699000000,0,1,1,933,0.000210088,168,0.0000378293,95,66,0.000280851,13,0.000055319000,117,31,0.0004699425,0.000124514670,142,0.000413994,37,0.000107872,362.47000120,0.000081619,4440996.500000000000,235000.046899999987,248966.656199999998,343000.125000000000,27573.000000000000,9.600000381,57.90000153,-0.061993785200
22,1984,1.7400000100,10.000000000,12017.582030000000,54.88225937,0.7978022099,15.0347995800,0.3592390120,18.00000000,3.18309998500,0.2816250026,7080.938477000000,0,1,1,961,0.000215423,222,0.0000497646,138,70,0.000308370,19,0.000083699997,119,53,0.0004831854,0.000215200227,152,0.000449704,48,0.000142012,407.52700810,0.000091353,4460990.500000000000,227000.015600000013,246282.265600000013,338000.093799999973,31588.000000000000,7.500000000,59.50000381,0.024397099390
22,1985,1.6000000240,11.500000000,11972.458010000000,54.95467377,0.7690678239,14.9207000700,0.3757939935,18.00000000,3.12430000300,0.2028689981,7445.878418000000,0,1,1,931,0.000207766,194,0.0000432939,113,61,0.000276018,8,0.000036198999,118,46,0.0004843473,0.000188813370,134,0.000406061,42,0.000127273,360.64898680,0.000080484,4481002.500000000000,221000.078100000013,243626.812500000000,329999.687500000000,33365.000000000000,7.199999809,60.10000229,-0.027661923320
22,1986,1.4500000480,13.100000380,11602.683590000001,53.71233368,0.7492260337,14.8074998900,0.3931109905,18.00000000,3.08069992100,0.1960829943,7108.686035000000,0,1,1,932,0.000207157,181,0.0000402312,91,57,0.000256757,12,0.000054053999,108,32,0.0004481328,0.000132780086,141,0.000465347,34,0.000112211,351.91299440,0.000078220,4499003.000000000000,221999.796899999987,241000.000000000000,302999.687500000000,31982.000000000000,7.000000000,60.70000076,-0.090482540430
22,1987,1.3999999760,12.000000000,11515.000000000000,53.64404297,0.7260000110,14.6950998300,0.4112269878,20.50000000,3.10689997700,0.1826959997,6859.207520000000,0,1,1,827,0.000185384,174,0.0000390047,103,58,0.000271028,11,0.000051401999,82,24,0.0003549800,0.000103896004,127,0.000437931,40,0.000137931,303.57501220,0.000068051,4461011.000000000000,214000.031199999998,230998.921899999987,290000.000000000000,30599.000000000000,6.199999809,61.50000000,-0.060958176850
22,1988,1.3899999860,10.899999620,11830.606449999999,53.84858322,0.6987488270,14.5836000400,0.4301770031,21.00000000,3.10689997700,0.1706250012,7867.977051000000,0,1,1,925,0.000209846,208,0.0000471869,131,57,0.000279412,12,0.000058824000,108,39,0.0005167500,0.000186603007,110,0.000372881,34,0.000115254,313.57299800,0.000071137,4407994.500000000000,203999.828100000013,208998.562500000000,295000.281200000027,34682.000000000000,5.500000000,62.30000305,0.021379332990
23,1982,1.9700000290,8.600000381,11442.720700000000,55.99051285,0.8054893017,0.1000000015,0.4000000060,20.00000000,3.34509992600,0.1875829995,6733.285645000000,0,1,0,166,0.000146127,30,0.0000264085,24,11,0.000180328,2,0.000032787000,26,6,0.0004176435,0.000096379263,19,0.000237500,4,0.000050000,75.23999786,0.000066232,1135998.125000000000,60999.953119999998,62254.058590000001,80000.000000000000,7649.000000000000,9.699999809,57.79999924,0.005875521805
23,1983,1.9900000100,9.000000000,11795.871090000001,57.25995255,0.7740826011,0.1000000015,0.4000000060,20.00000000,3.40610003500,0.1839610040,6920.517090000000,0,1,0,224,0.000195633,44,0.0000384279,31,22,0.000372881,4,0.000067797002,30,9,0.0004863598,0.000145907950,43,0.000530864,11,0.000135802,91.59500122,0.000079996,1145001.125000000000,59000.054689999997,61682.726560000003,81000.031250000000,7924.000000000000,9.600000381,57.90000153,0.062360350040
23,1984,1.9700000290,6.099999905,12271.428710000000,59.76878357,0.7417582273,0.1000000015,0.4000000060,20.00000000,3.57119011900,0.1795199960,8083.908203000000,0,1,0,232,0.000200692,47,0.0000406574,39,15,0.000258621,2,0.000034483000,39,12,0.0006381241,0.000196345878,22,0.000271605,9,0.000111111,71.80000305,0.000062115,1156000.250000000000,57999.929689999997,61116.636720000002,80999.976559999996,9345.000000000000,7.500000000,59.50000381,0.059045210480
23,1985,1.8300000430,5.400000095,12609.110350000001,59.77143097,0.7150424123,0.1000000015,0.4000000060,20.50000000,3.35051989600,0.1747480035,7969.934082000000,0,1,0,206,0.000176976,39,0.0000335052,28,18,0.000321429,4,0.000071429000,31,4,0.0005119250,0.000066054839,22,0.000275000,8,0.000100000,58.59999847,0.000050342,1163999.625000000000,55999.925779999998,60555.742189999997,80000.000000000000,9277.000000000000,7.199999809,60.10000229,0.036630630490
23,1986,1.7899999620,5.300000191,13292.053710000000,60.13590240,0.7498070002,0.1000000015,0.4000000060,21.00000000,3.32765007000,0.1696819961,8550.347656000000,0,1,0,214,0.000182594,34,0.0000290102,21,12,0.000214286,1,0.000017857001,22,5,0.0003666667,0.000083333332,41,0.000554054,10,0.000135135,65.87999725,0.000056214,1171999.125000000000,55999.925779999998,60000.000000000000,74000.007809999996,10021.000000000000,7.000000000,60.70000076,0.061839047820
23,1987,1.7799999710,4.400000095,13984.000000000000,62.47216034,0.7875000238,0.1000000015,0.4000000060,21.00000000,3.28558993300,0.1887869984,9069.936523000000,0,1,0,232,0.000195451,36,0.0000303286,26,12,0.000214286,2,0.000035714002,34,9,0.0005762700,0.000152541994,26,0.000361111,11,0.000152778,59.93000031,0.000050490,1186998.375000000000,55999.925779999998,59000.121090000001,72000.023440000004,10766.000000000000,6.199999809,61.50000000,0.112845540000
23,1988,1.7799999710,3.799999952,14538.979490000000,62.91028214,0.7579403520,0.1000000015,0.4000000060,21.00000000,3.28558993300,0.1798260063,9461.399414000000,0,1,0,255,0.000211618,31,0.0000257261,25,21,0.000381818,3,0.000054544998,28,4,0.0005000000,0.000071429000,29,0.000376623,6,0.000077922,61.77000046,0.000051261,1205001.500000000000,55000.023439999997,55999.996090000001,77000.078120000006,11401.000000000000,5.500000000,62.30000305,0.070377089080
